TEAM_ABB,TEAM_NAME,YEAR,WINS,LOSSES,PO_WINS,PO_LOSSES,NBA_FINALS_APPEARANCE,CONF_RANK
BKN,Nets,2018-19,42,40,1,4,N/A,6
BKN,Nets,2019-20,35,37,0,4,N/A,7
BKN,Nets,2020-21,48,24,7,5,N/A,2
BKN,Nets,2021-22,44,38,0,4,N/A,7
BKN,Nets,2022-23,45,37,0,4,N/A,6
BKN,Nets,2023-24,32,50,0,0,N/A,11
BKN,Nets,2024-25,26,56,0,0,N/A,12
BKN,Nets,2025-26,7,18,0,0,N/A,13
NYK,Knicks,2000-01,48,34,2,3,N/A,4
NYK,Knicks,2001-02,30,52,0,0,N/A,13
NYK,Knicks,2002-03,37,45,0,0,N/A,10
NYK,Knicks,2003-04,39,43,0,4,N/A,7
NYK,Knicks,2004-05,33,49,0,0,N/A,12
NYK,Knicks,2005-06,23,59,0,0,N/A,15
NYK,Knicks,2006-07,33,49,0,0,N/A,12
NYK,Knicks,2007-08,23,59,0,0,N/A,14
NYK,Knicks,2008-09,32,50,0,0,N/A,14
NYK,Knicks,2009-10,29,53,0,0,N/A,11
NYK,Knicks,2010-11,42,40,0,4,N/A,6
NYK,Knicks,2011-12,36,30,1,4,N/A,7
NYK,Knicks,2012-13,54,28,6,6,N/A,2
NYK,Knicks,2013-14,37,45,0,0,N/A,9
NYK,Knicks,2014-15,17,65,0,0,N/A,15
NYK,Knicks,2015-16,32,50,0,0,N/A,13
NYK,Knicks,2016-17,31,51,0,0,N/A,12
NYK,Knicks,2017-18,29,53,0,0,N/A,11
NYK,Knicks,2018-19,17,65,0,0,N/A,15
NYK,Knicks,2019-20,21,45,0,0,N/A,12
NYK,Knicks,2020-21,41,31,1,4,N/A,4
NYK,Knicks,2021-22,37,45,0,0,N/A,11
NYK,Knicks,2022-23,47,35,6,5,N/A,5
NYK,Knicks,2023-24,50,32,7,6,N/A,2
NYK,Knicks,2024-25,51,31,10,8,N/A,3
NYK,Knicks,2025-26,18,7,0,0,N/A,2
ORL,Magic,2000-01,43,39,1,3,N/A,7
ORL,Magic,2001-02,44,38,1,3,N/A,5
ORL,Magic,2002-03,42,40,3,4,N/A,8
ORL,Magic,2003-04,21,61,0,0,N/A,15
ORL,Magic,2004-05,36,46,0,0,N/A,10
ORL,Magic,2005-06,36,46,0,0,N/A,10
ORL,Magic,2006-07,40,42,0,4,N/A,8
ORL,Magic,2007-08,52,30,5,5,N/A,3
ORL,Magic,2008-09,59,23,13,11,FINALS APPEARANCE,3
ORL,Magic,2009-10,59,23,10,4,N/A,2
ORL,Magic,2010-11,52,30,2,4,N/A,4
ORL,Magic,2011-12,37,29,1,4,N/A,6
ORL,Magic,2012-13,20,62,0,0,N/A,15
ORL,Magic,2013-14,23,59,0,0,N/A,13
ORL,Magic,2014-15,25,57,0,0,N/A,13
ORL,Magic,2015-16,35,47,0,0,N/A,11
ORL,Magic,2016-17,29,53,0,0,N/A,13
ORL,Magic,2017-18,25,57,0,0,N/A,14
ORL,Magic,2018-19,42,40,1,4,N/A,7
ORL,Magic,2019-20,33,40,1,4,N/A,8
ORL,Magic,2020-21,21,51,0,0,N/A,14
ORL,Magic,2021-22,22,60,0,0,N/A,15
ORL,Magic,2022-23,34,48,0,0,N/A,13
ORL,Magic,2023-24,47,35,3,4,N/A,5
ORL,Magic,2024-25,41,41,1,4,N/A,7
ORL,Magic,2025-26,15,11,0,0,N/A,4
IND,Pacers,2000-01,41,41,1,3,N/A,8
IND,Pacers,2001-02,42,40,2,3,N/A,8
IND,Pacers,2002-03,48,34,2,4,N/A,3
IND,Pacers,2003-04,61,21,10,6,N/A,1
IND,Pacers,2004-05,44,38,6,7,N/A,6
IND,Pacers,2005-06,41,41,2,4,N/A,6
IND,Pacers,2006-07,35,47,0,0,N/A,9
IND,Pacers,2007-08,36,46,0,0,N/A,9
IND,Pacers,2008-09,36,46,0,0,N/A,9
IND,Pacers,2009-10,32,50,0,0,N/A,10
IND,Pacers,2010-11,37,45,1,4,N/A,8
IND,Pacers,2011-12,42,24,6,5,N/A,3
IND,Pacers,2012-13,49,32,11,8,N/A,3
IND,Pacers,2013-14,56,26,10,9,N/A,1
IND,Pacers,2014-15,38,44,0,0,N/A,9
IND,Pacers,2015-16,45,37,3,4,N/A,7
IND,Pacers,2016-17,42,40,0,4,N/A,7
IND,Pacers,2017-18,48,34,3,4,N/A,5
IND,Pacers,2018-19,48,34,0,4,N/A,5
IND,Pacers,2019-20,45,28,0,4,N/A,4
IND,Pacers,2020-21,34,38,0,0,N/A,9
IND,Pacers,2021-22,25,57,0,0,N/A,13
IND,Pacers,2022-23,35,47,0,0,N/A,11
IND,Pacers,2023-24,47,35,8,9,N/A,6
IND,Pacers,2024-25,50,32,15,8,FINALS APPEARANCE,4
IND,Pacers,2025-26,6,20,0,0,N/A,14
PHI,76ers,2000-01,56,26,12,11,FINALS APPEARANCE,1
PHI,76ers,2001-02,43,39,2,3,N/A,6
PHI,76ers,2002-03,48,34,6,6,N/A,4
PHI,76ers,2003-04,33,49,0,0,N/A,11
PHI,76ers,2004-05,43,39,1,4,N/A,7
PHI,76ers,2005-06,38,44,0,0,N/A,9
PHI,76ers,2006-07,35,47,0,0,N/A,10
PHI,76ers,2007-08,40,42,2,4,N/A,7
PHI,76ers,2008-09,41,41,2,4,N/A,6
PHI,76ers,2009-10,27,55,0,0,N/A,13
PHI,76ers,2010-11,41,41,1,4,N/A,7
PHI,76ers,2011-12,35,31,7,6,N/A,8
PHI,76ers,2012-13,34,48,0,0,N/A,9
PHI,76ers,2013-14,19,63,0,0,N/A,14
PHI,76ers,2014-15,18,64,0,0,N/A,14
PHI,76ers,2015-16,10,72,0,0,N/A,15
PHI,76ers,2016-17,28,54,0,0,N/A,14
PHI,76ers,2017-18,52,30,5,5,N/A,3
PHI,76ers,2018-19,51,31,7,5,N/A,3
PHI,76ers,2019-20,43,30,0,4,N/A,6
PHI,76ers,2020-21,49,23,7,5,N/A,1
PHI,76ers,2021-22,51,31,6,6,N/A,4
PHI,76ers,2022-23,54,28,7,4,N/A,3
PHI,76ers,2023-24,47,35,2,4,N/A,7
PHI,76ers,2024-25,24,58,0,0,N/A,13
PHI,76ers,2025-26,14,11,0,0,N/A,7
PHX,Suns,2000-01,51,31,1,3,N/A,6
PHX,Suns,2001-02,36,46,0,0,N/A,10
PHX,Suns,2002-03,44,38,2,4,N/A,8
PHX,Suns,2003-04,29,53,0,0,N/A,13
PHX,Suns,2004-05,62,20,9,6,N/A,1
PHX,Suns,2005-06,54,28,10,10,N/A,3
PHX,Suns,2006-07,61,21,6,5,N/A,2
PHX,Suns,2007-08,55,27,1,4,N/A,6
PHX,Suns,2008-09,46,36,0,0,N/A,9
PHX,Suns,2009-10,54,28,10,6,N/A,3
PHX,Suns,2010-11,40,42,0,0,N/A,10
PHX,Suns,2011-12,33,33,0,0,N/A,10
PHX,Suns,2012-13,25,57,0,0,N/A,15
PHX,Suns,2013-14,48,34,0,0,N/A,9
PHX,Suns,2014-15,39,43,0,0,N/A,10
PHX,Suns,2015-16,23,59,0,0,N/A,14
PHX,Suns,2016-17,24,58,0,0,N/A,15
PHX,Suns,2017-18,21,61,0,0,N/A,15
PHX,Suns,2018-19,19,63,0,0,N/A,15
PHX,Suns,2019-20,34,39,0,0,N/A,10
PHX,Suns,2020-21,51,21,14,8,FINALS APPEARANCE,2
PHX,Suns,2021-22,64,18,7,6,N/A,1
PHX,Suns,2022-23,45,37,6,5,N/A,4
PHX,Suns,2023-24,49,33,0,4,N/A,6
PHX,Suns,2024-25,36,46,0,0,N/A,11
PHX,Suns,2025-26,14,12,0,0,N/A,7
POR,Trail Blazers,2000-01,50,32,0,3,N/A,7
POR,Trail Blazers,2001-02,49,33,0,3,N/A,6
POR,Trail Blazers,2002-03,50,32,3,4,N/A,6
POR,Trail Blazers,2003-04,41,41,0,0,N/A,10
POR,Trail Blazers,2004-05,27,55,0,0,N/A,13
POR,Trail Blazers,2005-06,21,61,0,0,N/A,15
POR,Trail Blazers,2006-07,32,50,0,0,N/A,12
POR,Trail Blazers,2007-08,41,41,0,0,N/A,10
POR,Trail Blazers,2008-09,54,28,2,4,N/A,4
POR,Trail Blazers,2009-10,50,32,2,4,N/A,6
POR,Trail Blazers,2010-11,48,34,2,4,N/A,6
POR,Trail Blazers,2011-12,28,38,0,0,N/A,11
POR,Trail Blazers,2012-13,33,49,0,0,N/A,11
POR,Trail Blazers,2013-14,54,28,5,6,N/A,5
POR,Trail Blazers,2014-15,51,31,1,4,N/A,4
POR,Trail Blazers,2015-16,44,38,5,6,N/A,5
POR,Trail Blazers,2016-17,41,41,0,4,N/A,8
POR,Trail Blazers,2017-18,49,33,0,4,N/A,3
POR,Trail Blazers,2018-19,53,29,8,8,N/A,3
POR,Trail Blazers,2019-20,35,39,1,4,N/A,8
POR,Trail Blazers,2020-21,42,30,2,4,N/A,6
POR,Trail Blazers,2021-22,27,55,0,0,N/A,13
POR,Trail Blazers,2022-23,33,49,0,0,N/A,13
POR,Trail Blazers,2023-24,21,61,0,0,N/A,15
POR,Trail Blazers,2024-25,36,46,0,0,N/A,12
POR,Trail Blazers,2025-26,10,16,0,0,N/A,11
SAC,Kings,2000-01,55,27,3,5,N/A,3
SAC,Kings,2001-02,61,21,10,6,N/A,1
SAC,Kings,2002-03,59,23,7,5,N/A,2
SAC,Kings,2003-04,55,27,7,5,N/A,4
SAC,Kings,2004-05,50,32,1,4,N/A,6
SAC,Kings,2005-06,44,38,2,4,N/A,8
SAC,Kings,2006-07,33,49,0,0,N/A,11
SAC,Kings,2007-08,38,44,0,0,N/A,11
SAC,Kings,2008-09,17,65,0,0,N/A,15
SAC,Kings,2009-10,25,57,0,0,N/A,14
SAC,Kings,2010-11,24,58,0,0,N/A,14
SAC,Kings,2011-12,22,44,0,0,N/A,14
SAC,Kings,2012-13,28,54,0,0,N/A,13
SAC,Kings,2013-14,28,54,0,0,N/A,13
SAC,Kings,2014-15,29,53,0,0,N/A,13
SAC,Kings,2015-16,33,49,0,0,N/A,10
SAC,Kings,2016-17,32,50,0,0,N/A,12
SAC,Kings,2017-18,27,55,0,0,N/A,12
SAC,Kings,2018-19,39,43,0,0,N/A,9
SAC,Kings,2019-20,31,41,0,0,N/A,12
SAC,Kings,2020-21,31,41,0,0,N/A,12
SAC,Kings,2021-22,30,52,0,0,N/A,12
SAC,Kings,2022-23,48,34,3,4,N/A,3
SAC,Kings,2023-24,46,36,0,0,N/A,9
SAC,Kings,2024-25,40,42,0,0,N/A,9
SAC,Kings,2025-26,6,20,0,0,N/A,14
SAS,Spurs,2000-01,58,24,7,6,N/A,1
SAS,Spurs,2001-02,58,24,4,6,N/A,2
SAS,Spurs,2002-03,60,22,16,8,LEAGUE CHAMPION,1
SAS,Spurs,2003-04,57,25,6,4,N/A,3
SAS,Spurs,2004-05,59,23,16,7,LEAGUE CHAMPION,2
SAS,Spurs,2005-06,63,19,7,6,N/A,1
SAS,Spurs,2006-07,58,24,16,4,LEAGUE CHAMPION,3
SAS,Spurs,2007-08,56,26,9,8,N/A,3
SAS,Spurs,2008-09,54,28,1,4,N/A,3
SAS,Spurs,2009-10,50,32,4,6,N/A,7
SAS,Spurs,2010-11,61,21,2,4,N/A,1
SAS,Spurs,2011-12,50,16,10,4,N/A,1
SAS,Spurs,2012-13,58,24,15,6,FINALS APPEARANCE,2
SAS,Spurs,2013-14,62,20,16,7,LEAGUE CHAMPION,1
SAS,Spurs,2014-15,55,27,3,4,N/A,6
SAS,Spurs,2015-16,67,15,6,4,N/A,2
SAS,Spurs,2016-17,61,21,8,8,N/A,2
SAS,Spurs,2017-18,47,35,1,4,N/A,7
SAS,Spurs,2018-19,48,34,3,4,N/A,7
SAS,Spurs,2019-20,32,39,0,0,N/A,11
SAS,Spurs,2020-21,33,39,0,0,N/A,10
SAS,Spurs,2021-22,34,48,0,0,N/A,10
SAS,Spurs,2022-23,22,60,0,0,N/A,15
SAS,Spurs,2023-24,22,60,0,0,N/A,14
SAS,Spurs,2024-25,34,48,0,0,N/A,13
SAS,Spurs,2025-26,18,7,0,0,N/A,5
OKC,SuperSonics,2000-01,44,38,0,0,N/A,10
OKC,SuperSonics,2001-02,45,37,2,3,N/A,7
OKC,SuperSonics,2002-03,40,42,0,0,N/A,10
OKC,SuperSonics,2003-04,37,45,0,0,N/A,12
OKC,SuperSonics,2004-05,52,30,6,5,N/A,4
OKC,SuperSonics,2005-06,35,47,0,0,N/A,11
OKC,SuperSonics,2006-07,31,51,0,0,N/A,14
OKC,SuperSonics,2007-08,20,62,0,0,N/A,15
OKC,Thunder,2008-09,23,59,0,0,N/A,13
OKC,Thunder,2009-10,50,32,2,4,N/A,8
OKC,Thunder,2010-11,55,27,9,8,N/A,4
OKC,Thunder,2011-12,47,19,13,7,FINALS APPEARANCE,2
OKC,Thunder,2012-13,60,22,5,6,N/A,1
OKC,Thunder,2013-14,59,23,10,9,N/A,2
OKC,Thunder,2014-15,45,37,0,0,N/A,9
OKC,Thunder,2015-16,55,27,11,7,N/A,3
OKC,Thunder,2016-17,47,35,1,4,N/A,6
OKC,Thunder,2017-18,48,34,2,4,N/A,4
OKC,Thunder,2018-19,49,33,1,4,N/A,6
OKC,Thunder,2019-20,44,28,3,4,N/A,5
OKC,Thunder,2020-21,22,50,0,0,N/A,14
OKC,Thunder,2021-22,24,58,0,0,N/A,14
OKC,Thunder,2022-23,40,42,0,0,N/A,10
OKC,Thunder,2023-24,57,25,6,4,N/A,1
OKC,Thunder,2024-25,68,14,16,7,LEAGUE CHAMPION,1
OKC,Thunder,2025-26,24,2,0,0,N/A,1
TOR,Raptors,2000-01,47,35,6,6,N/A,5
TOR,Raptors,2001-02,42,40,2,3,N/A,7
TOR,Raptors,2002-03,24,58,0,0,N/A,14
TOR,Raptors,2003-04,33,49,0,0,N/A,10
TOR,Raptors,2004-05,33,49,0,0,N/A,11
TOR,Raptors,2005-06,27,55,0,0,N/A,12
TOR,Raptors,2006-07,47,35,2,4,N/A,3
TOR,Raptors,2007-08,41,41,1,4,N/A,6
TOR,Raptors,2008-09,33,49,0,0,N/A,13
TOR,Raptors,2009-10,40,42,0,0,N/A,9
TOR,Raptors,2010-11,22,60,0,0,N/A,14
TOR,Raptors,2011-12,23,43,0,0,N/A,11
TOR,Raptors,2012-13,34,48,0,0,N/A,10
TOR,Raptors,2013-14,48,34,3,4,N/A,3
TOR,Raptors,2014-15,49,33,0,4,N/A,4
TOR,Raptors,2015-16,56,26,10,10,N/A,2
TOR,Raptors,2016-17,51,31,4,6,N/A,3
TOR,Raptors,2017-18,59,23,4,6,N/A,1
TOR,Raptors,2018-19,58,24,16,8,LEAGUE CHAMPION,2
TOR,Raptors,2019-20,53,19,7,4,N/A,2
TOR,Raptors,2020-21,27,45,0,0,N/A,12
TOR,Raptors,2021-22,48,34,2,4,N/A,5
TOR,Raptors,2022-23,41,41,0,0,N/A,9
TOR,Raptors,2023-24,25,57,0,0,N/A,12
TOR,Raptors,2024-25,30,52,0,0,N/A,11
TOR,Raptors,2025-26,15,11,0,0,N/A,5
UTA,Jazz,2000-01,53,29,2,3,N/A,4
UTA,Jazz,2001-02,44,38,1,3,N/A,8
UTA,Jazz,2002-03,47,35,1,4,N/A,7
UTA,Jazz,2003-04,42,40,0,0,N/A,9
UTA,Jazz,2004-05,26,56,0,0,N/A,14
UTA,Jazz,2005-06,41,41,0,0,N/A,9
UTA,Jazz,2006-07,51,31,9,8,N/A,4
UTA,Jazz,2007-08,54,28,6,6,N/A,4
UTA,Jazz,2008-09,48,34,1,4,N/A,8
UTA,Jazz,2009-10,53,29,4,6,N/A,5
UTA,Jazz,2010-11,39,43,0,0,N/A,11
UTA,Jazz,2011-12,36,30,0,4,N/A,8
UTA,Jazz,2012-13,43,39,0,0,N/A,9
UTA,Jazz,2013-14,25,57,0,0,N/A,15
UTA,Jazz,2014-15,38,44,0,0,N/A,11
UTA,Jazz,2015-16,40,42,0,0,N/A,9
UTA,Jazz,2016-17,51,31,4,7,N/A,5
UTA,Jazz,2017-18,48,34,5,6,N/A,5
UTA,Jazz,2018-19,50,32,1,4,N/A,5
UTA,Jazz,2019-20,44,28,3,4,N/A,6
UTA,Jazz,2020-21,52,20,6,5,N/A,1
UTA,Jazz,2021-22,49,33,2,4,N/A,5
UTA,Jazz,2022-23,37,45,0,0,N/A,12
UTA,Jazz,2023-24,31,51,0,0,N/A,12
UTA,Jazz,2024-25,17,65,0,0,N/A,15
UTA,Jazz,2025-26,9,15,0,0,N/A,12
MEM,Grizzlies,2000-01,23,59,0,0,N/A,13
MEM,Grizzlies,2001-02,23,59,0,0,N/A,13
MEM,Grizzlies,2002-03,28,54,0,0,N/A,12
MEM,Grizzlies,2003-04,50,32,0,4,N/A,6
MEM,Grizzlies,2004-05,45,37,0,4,N/A,8
MEM,Grizzlies,2005-06,49,33,0,4,N/A,5
MEM,Grizzlies,2006-07,22,60,0,0,N/A,15
MEM,Grizzlies,2007-08,22,60,0,0,N/A,14
MEM,Grizzlies,2008-09,24,58,0,0,N/A,12
MEM,Grizzlies,2009-10,40,42,0,0,N/A,10
MEM,Grizzlies,2010-11,46,36,7,6,N/A,8
MEM,Grizzlies,2011-12,41,25,3,4,N/A,4
MEM,Grizzlies,2012-13,56,26,8,7,N/A,5
MEM,Grizzlies,2013-14,50,32,3,4,N/A,7
MEM,Grizzlies,2014-15,55,27,6,5,N/A,5
MEM,Grizzlies,2015-16,42,40,0,4,N/A,7
MEM,Grizzlies,2016-17,43,39,2,4,N/A,7
MEM,Grizzlies,2017-18,22,60,0,0,N/A,14
MEM,Grizzlies,2018-19,33,49,0,0,N/A,12
MEM,Grizzlies,2019-20,34,39,0,0,N/A,9
MEM,Grizzlies,2020-21,38,34,1,4,N/A,8
MEM,Grizzlies,2021-22,56,26,6,6,N/A,2
MEM,Grizzlies,2022-23,51,31,2,4,N/A,2
MEM,Grizzlies,2023-24,27,55,0,0,N/A,13
MEM,Grizzlies,2024-25,48,34,0,4,N/A,8
MEM,Grizzlies,2025-26,11,14,0,0,N/A,9
WAS,Wizards,2000-01,19,63,0,0,N/A,14
WAS,Wizards,2001-02,37,45,0,0,N/A,10
WAS,Wizards,2002-03,37,45,0,0,N/A,9
WAS,Wizards,2003-04,25,57,0,0,N/A,13
WAS,Wizards,2004-05,45,37,4,6,N/A,5
WAS,Wizards,2005-06,42,40,2,4,N/A,5
WAS,Wizards,2006-07,41,41,0,4,N/A,7
WAS,Wizards,2007-08,43,39,2,4,N/A,5
WAS,Wizards,2008-09,19,63,0,0,N/A,15
WAS,Wizards,2009-10,26,56,0,0,N/A,14
WAS,Wizards,2010-11,23,59,0,0,N/A,13
WAS,Wizards,2011-12,20,46,0,0,N/A,14
WAS,Wizards,2012-13,29,53,0,0,N/A,12
WAS,Wizards,2013-14,44,38,6,5,N/A,5
WAS,Wizards,2014-15,46,36,6,4,N/A,5
WAS,Wizards,2015-16,41,41,0,0,N/A,10
WAS,Wizards,2016-17,49,33,7,6,N/A,4
WAS,Wizards,2017-18,43,39,2,4,N/A,8
WAS,Wizards,2018-19,32,50,0,0,N/A,11
WAS,Wizards,2019-20,25,47,0,0,N/A,9
WAS,Wizards,2020-21,34,38,1,4,N/A,8
WAS,Wizards,2021-22,35,47,0,0,N/A,12
WAS,Wizards,2022-23,35,47,0,0,N/A,12
WAS,Wizards,2023-24,15,67,0,0,N/A,14
WAS,Wizards,2024-25,18,64,0,0,N/A,15
WAS,Wizards,2025-26,4,20,0,0,N/A,15
DET,Pistons,2000-01,32,50,0,0,N/A,10
DET,Pistons,2001-02,50,32,4,6,N/A,2
DET,Pistons,2002-03,50,32,8,9,N/A,1
DET,Pistons,2003-04,54,28,16,7,LEAGUE CHAMPION,3
DET,Pistons,2004-05,54,28,15,10,FINALS APPEARANCE,2
DET,Pistons,2005-06,64,18,10,8,N/A,1
DET,Pistons,2006-07,53,29,10,6,N/A,1
DET,Pistons,2007-08,59,23,10,7,N/A,2
DET,Pistons,2008-09,39,43,0,4,N/A,8
DET,Pistons,2009-10,27,55,0,0,N/A,12
DET,Pistons,2010-11,30,52,0,0,N/A,11
DET,Pistons,2011-12,25,41,0,0,N/A,10
DET,Pistons,2012-13,29,53,0,0,N/A,11
DET,Pistons,2013-14,29,53,0,0,N/A,11
DET,Pistons,2014-15,32,50,0,0,N/A,12
DET,Pistons,2015-16,44,38,0,4,N/A,8
DET,Pistons,2016-17,37,45,0,0,N/A,10
DET,Pistons,2017-18,39,43,0,0,N/A,9
DET,Pistons,2018-19,41,41,0,4,N/A,8
DET,Pistons,2019-20,20,46,0,0,N/A,13
DET,Pistons,2020-21,20,52,0,0,N/A,15
DET,Pistons,2021-22,23,59,0,0,N/A,14
DET,Pistons,2022-23,17,65,0,0,N/A,15
DET,Pistons,2023-24,14,68,0,0,N/A,15
DET,Pistons,2024-25,44,38,2,4,N/A,6
DET,Pistons,2025-26,20,5,0,0,N/A,1
CHA,Hornets,2000-01,46,36,6,4,N/A,6
CHA,Hornets,2001-02,44,38,4,5,N/A,4
CHA,Bobcats,2004-05,18,64,0,0,N/A,14
CHA,Bobcats,2005-06,26,56,0,0,N/A,13
CHA,Bobcats,2006-07,33,49,0,0,N/A,11
CHA,Bobcats,2007-08,32,50,0,0,N/A,12
CHA,Bobcats,2008-09,35,47,0,0,N/A,10
CHA,Bobcats,2009-10,44,38,0,4,N/A,7
CHA,Bobcats,2010-11,34,48,0,0,N/A,10
CHA,Bobcats,2011-12,7,59,0,0,N/A,15
CHA,Bobcats,2012-13,21,61,0,0,N/A,14
CHA,Bobcats,2013-14,43,39,0,4,N/A,7
CHA,Hornets,2014-15,33,49,0,0,N/A,11
CHA,Hornets,2015-16,48,34,3,4,N/A,6
CHA,Hornets,2016-17,36,46,0,0,N/A,11
CHA,Hornets,2017-18,36,46,0,0,N/A,10
CHA,Hornets,2018-19,39,43,0,0,N/A,9
CHA,Hornets,2019-20,23,42,0,0,N/A,10
CHA,Hornets,2020-21,33,39,0,0,N/A,10
CHA,Hornets,2021-22,43,39,0,0,N/A,10
CHA,Hornets,2022-23,27,55,0,0,N/A,14
CHA,Hornets,2023-24,21,61,0,0,N/A,13
CHA,Hornets,2024-25,19,63,0,0,N/A,14
CHA,Hornets,2025-26,8,18,0,0,N/A,12
